person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
22,male,Associate,$114.267,0,RENT,$20.000,PERSONAL,"11,01","18,00%",2,602,Yes,0
23,male,Bachelor,$100.420,4,RENT,$20.000,DEBTCONSOLIDATION,"11,01","20,00%",2,571,No,1
23,male,High School,$115.130,4,RENT,$20.000,EDUCATION,"10,99","17,00%",2,701,No,0
21,male,Bachelor,$27.648,0,OWN,$7.350,VENTURE,"7,66","27,00%",2,635,Yes,0
22,male,Associate,$27.385,3,MORTGAGE,$7.200,PERSONAL,"7,14","26,00%",2,636,No,0
24,female,Bachelor,$27.463,0,OWN,$3.000,DEBTCONSOLIDATION,16,"11,00%",2,647,Yes,0
26,male,Associate,$27.124,2,OWN,$7.500,VENTURE,"10,96","28,00%",2,600,Yes,0
25,female,High School,$121.016,0,RENT,$20.000,HOMEIMPROVEMENT,"13,06","17,00%",2,672,No,0
25,male,Bachelor,$120.866,1,RENT,$20.000,HOMEIMPROVEMENT,"13,06","17,00%",2,563,Yes,0
23,male,Associate,$90.887,2,RENT,$20.000,MEDICAL,"17,04","22,00%",2,685,No,1
26,male,Bachelor,$125.803,6,RENT,$20.000,DEBTCONSOLIDATION,"10,74","16,00%",2,636,Yes,0
23,female,Bachelor,$114.961,1,RENT,$20.000,DEBTCONSOLIDATION,"14,59","17,00%",2,654,No,1
23,male,Associate,$133.031,0,RENT,$20.000,VENTURE,"11,01","15,00%",2,709,No,0
23,male,High School,$28.149,0,MORTGAGE,$3.000,PERSONAL,"8,9","11,00%",2,626,No,1
25,female,Master,$103.168,1,RENT,$20.000,MEDICAL,"17,39","19,00%",2,662,No,1
23,female,Bachelor,$28.372,0,MORTGAGE,$4.800,PERSONAL,"5,79","17,00%",2,667,No,0
22,male,High School,$28.527,2,MORTGAGE,$8.300,PERSONAL,"12,61","29,00%",2,690,No,1
22,male,High School,$28.613,0,MORTGAGE,$3.000,EDUCATION,"8,94","10,00%",2,595,Yes,0
25,male,Associate,$157.396,3,RENT,$20.000,PERSONAL,"15,27","13,00%",2,687,No,0
23,male,Bachelor,$28.773,0,MORTGAGE,$6.000,EDUCATION,16,"21,00%",2,657,Yes,0
24,female,High School,$160.903,0,RENT,$20.000,EDUCATION,"12,36","12,00%",2,527,Yes,0
26,female,Bachelor,$208.059,4,RENT,$20.000,HOMEIMPROVEMENT,"11,83","10,00%",2,615,No,0
25,male,Bachelor,$210.999,2,RENT,$20.000,DEBTCONSOLIDATION,"14,72","9,00%",2,680,Yes,0
25,male,High School,$28.595,2,MORTGAGE,$4.400,HOMEIMPROVEMENT,"6,76","15,00%",2,611,No,0
26,male,Master,$24.756,8,RENT,$500,MEDICAL,"11,41","2,00%",2,659,No,0
25,male,High School,$28.644,4,MORTGAGE,$10.000,PERSONAL,"11,01","35,00%",2,570,No,1
21,female,Bachelor,$23.899,1,RENT,$700,EDUCATION,"12,29","3,00%",2,658,Yes,0
23,male,Associate,$13.059,0,RENT,$1.000,PERSONAL,"10,37","8,00%",2,541,No,1
23,female,Master,$13.817,1,RENT,$1.000,MEDICAL,"10,25","7,00%",2,667,No,1
25,male,Bachelor,$15.255,2,RENT,$1.000,EDUCATION,"10,65","7,00%",2,611,No,0
21,male,Associate,$14.997,0,RENT,$1.000,EDUCATION,"13,98","7,00%",2,669,Yes,0
21,male,Associate,$28.367,0,OWN,$15.000,EDUCATION,"8,94","53,00%",2,600,Yes,0
23,female,High School,$48.233,2,RENT,$19.000,EDUCATION,"10,62","39,00%",2,606,No,1
25,female,Master,$57.272,1,RENT,$19.000,MEDICAL,"11,99","33,00%",2,648,No,1
23,female,Associate,$66.303,3,RENT,$19.000,PERSONAL,"11,14","29,00%",2,611,No,1
26,male,Bachelor,$75.656,7,RENT,$19.000,MEDICAL,"7,49","25,00%",2,621,No,1
23,male,Bachelor,$94.830,0,RENT,$19.000,VENTURE,"8,9","20,00%",2,642,Yes,0
25,female,Bachelor,$29.498,6,MORTGAGE,$6.000,MEDICAL,"14,59","20,00%",2,664,No,1
22,male,Bachelor,$29.756,1,OWN,$2.500,VENTURE,"9,91","8,00%",2,592,Yes,0
26,male,Associate,$116.006,3,RENT,$19.000,PERSONAL,"13,22","16,00%",2,663,No,0
24,male,High School,$126.727,0,RENT,$19.000,HOMEIMPROVEMENT,"12,29","15,00%",2,582,Yes,0
26,female,Associate,$67.267,2,RENT,$18.800,DEBTCONSOLIDATION,"6,99","28,00%",2,505,No,1
22,female,Bachelor,$84.840,4,RENT,$18.750,DEBTCONSOLIDATION,"10,38","22,00%",2,661,Yes,0
24,male,Bachelor,$42.042,0,RENT,$18.500,MEDICAL,"10,71","44,00%",2,640,No,1
24,male,Master,$88.481,1,RENT,$18.500,HOMEIMPROVEMENT,"7,9","21,00%",2,605,No,1
22,female,Bachelor,$29.833,1,OWN,$8.000,MEDICAL,"9,91","27,00%",2,592,No,0
24,male,Bachelor,$94.624,1,RENT,$18.500,VENTURE,"15,33","20,00%",2,692,No,1
22,male,Associate,$29.781,2,MORTGAGE,$5.000,EDUCATION,"7,9","17,00%",2,598,Yes,0
22,female,Associate,$59.476,3,RENT,$18.400,PERSONAL,"13,16","31,00%",2,653,No,1
22,female,Bachelor,$61.014,0,RENT,$18.400,DEBTCONSOLIDATION,"9,99","30,00%",2,649,No,1
23,male,High School,$145.076,0,RENT,$18.400,PERSONAL,"8,9","13,00%",2,674,Yes,0
22,female,Bachelor,$45.672,0,RENT,$18.250,PERSONAL,"14,61","40,00%",2,561,No,1
23,female,High School,$56.040,0,RENT,$18.250,PERSONAL,"10,75","33,00%",2,590,No,1
25,female,High School,$67.109,1,RENT,$18.250,VENTURE,"17,56","27,00%",2,594,No,1
23,female,Associate,$60.902,0,RENT,$18.225,VENTURE,"10,74","30,00%",2,685,No,1
24,male,Bachelor,$66.842,3,RENT,$18.200,EDUCATION,"10,99","27,00%",2,639,No,1
23,female,Bachelor,$29.733,0,OWN,$8.000,EDUCATION,"15,62","27,00%",2,639,No,0
25,female,Bachelor,$51.103,4,RENT,$18.000,VENTURE,"6,17","35,00%",2,642,No,1
24,male,Bachelor,$29.678,1,OWN,$2.400,EDUCATION,"7,49","8,00%",2,603,Yes,0
24,female,High School,$52.304,0,RENT,$18.000,DEBTCONSOLIDATION,"11,03","34,00%",2,487,No,1
24,female,High School,$52.468,4,RENT,$18.000,MEDICAL,"7,9","34,00%",2,608,No,1
24,female,Master,$53.603,0,RENT,$18.000,VENTURE,"12,18","34,00%",2,660,No,1
22,male,High School,$57.121,0,RENT,$18.000,MEDICAL,"15,23","32,00%",2,672,No,1
22,male,High School,$58.364,0,RENT,$18.000,EDUCATION,"11,01","31,00%",2,591,No,1
24,female,Bachelor,$53.028,2,RENT,$18.000,DEBTCONSOLIDATION,"16,63","34,00%",2,709,No,1
23,female,Bachelor,$29.966,1,MORTGAGE,$5.000,MEDICAL,"15,99","17,00%",2,673,No,1
22,female,High School,$60.669,0,RENT,$18.000,VENTURE,"13,79","30,00%",2,618,No,1
22,male,Master,$29.540,0,OWN,$2.500,EDUCATION,"10,59","8,00%",2,620,Yes,0
25,male,Associate,$63.913,3,RENT,$18.000,VENTURE,"12,21","28,00%",2,647,No,1
24,female,High School,$58.556,0,RENT,$18.000,PERSONAL,"6,54","31,00%",2,634,No,1
25,female,Associate,$67.108,3,RENT,$18.000,EDUCATION,"12,84","27,00%",2,594,No,1
21,male,Bachelor,$60.821,0,RENT,$18.000,EDUCATION,"14,74","30,00%",2,530,No,1
21,female,Bachelor,$63.842,0,RENT,$18.000,MEDICAL,"19,69","28,00%",2,678,No,1
25,male,High School,$74.953,2,RENT,$18.000,EDUCATION,"13,23","24,00%",2,515,Yes,0
26,male,Bachelor,$73.027,5,RENT,$18.000,HOMEIMPROVEMENT,"16,29","25,00%",2,662,No,1
21,female,Bachelor,$82.727,0,RENT,$18.000,EDUCATION,"10,65","22,00%",2,625,No,0
24,male,Bachelor,$85.246,2,RENT,$18.000,HOMEIMPROVEMENT,"9,88","21,00%",2,591,Yes,0
25,female,Master,$66.195,2,RENT,$18.000,MEDICAL,16,"27,00%",2,668,No,1
25,female,Bachelor,$85.830,5,RENT,$18.000,EDUCATION,"16,45","21,00%",2,625,Yes,0
26,male,Bachelor,$87.291,5,RENT,$18.000,DEBTCONSOLIDATION,"11,83","21,00%",2,692,Yes,0
24,male,Associate,$87.404,0,RENT,$18.000,VENTURE,"7,88","21,00%",2,600,Yes,0
24,male,Master,$29.643,3,OWN,$3.000,EDUCATION,"13,98","10,00%",2,597,No,0
23,male,Bachelor,$89.331,0,RENT,$18.000,EDUCATION,"11,01","20,00%",2,682,Yes,0
25,male,Master,$29.110,2,MORTGAGE,$3.500,PERSONAL,"15,58","12,00%",2,532,No,1
21,male,Master,$29.879,0,OWN,$7.000,MEDICAL,"11,86","23,00%",2,617,No,0
26,female,Bachelor,$94.747,4,RENT,$18.000,EDUCATION,"13,49","19,00%",2,672,No,0
21,female,Associate,$97.282,0,RENT,$18.000,VENTURE,"7,9","19,00%",2,695,No,0
23,male,Associate,$98.110,2,RENT,$18.000,MEDICAL,"13,98","18,00%",2,568,Yes,0
23,female,Bachelor,$99.196,0,RENT,$18.000,MEDICAL,"11,01","18,00%",2,658,Yes,0
24,female,High School,$29.935,0,MORTGAGE,$8.500,EDUCATION,"15,7","28,00%",2,606,Yes,0
22,male,Bachelor,$100.074,0,RENT,$18.000,VENTURE,"15,27","18,00%",2,652,No,0
22,female,High School,$29.732,0,MORTGAGE,$2.500,MEDICAL,"7,14","8,00%",2,661,No,0
26,female,Bachelor,$104.467,3,RENT,$18.000,VENTURE,"8,49","17,00%",2,691,Yes,0
23,female,Master,$105.627,2,RENT,$18.000,EDUCATION,"11,89","17,00%",2,709,No,0
26,female,Associate,$156.904,4,RENT,$17.950,PERSONAL,"11,01","11,00%",2,689,No,0
23,male,Associate,$29.703,0,OWN,$1.500,EDUCATION,"12,21","5,00%",2,614,Yes,0
22,female,High School,$79.018,0,RENT,$17.700,DEBTCONSOLIDATION,"11,49","22,00%",2,580,Yes,0
25,male,Master,$71.926,3,RENT,$17.600,MEDICAL,"12,99","24,00%",2,674,Yes,0
22,male,Associate,$79.198,3,RENT,$17.600,EDUCATION,"10,74","22,00%",2,658,Yes,0
24,female,High School,$85.015,2,RENT,$17.600,HOMEIMPROVEMENT,"10,62","21,00%",2,671,No,0
21,female,Master,$29.771,0,MORTGAGE,$5.000,EDUCATION,"8,7","17,00%",2,637,Yes,0
23,male,High School,$30.322,0,MORTGAGE,$3.500,PERSONAL,"12,99","12,00%",2,638,Yes,0
21,female,Bachelor,$45.829,0,RENT,$17.500,MEDICAL,"12,53","38,00%",2,576,No,1
22,female,Master,$59.775,0,RENT,$17.500,MEDICAL,"13,85","29,00%",2,572,No,1
23,male,High School,$64.829,0,RENT,$17.500,VENTURE,"6,54","27,00%",2,606,No,1
26,male,High School,$90.937,6,RENT,$17.500,PERSONAL,"7,9","19,00%",2,659,Yes,0
22,female,High School,$30.807,1,MORTGAGE,$5.500,MEDICAL,"13,16","18,00%",2,648,No,1
25,male,Master,$115.940,3,RENT,$17.500,HOMEIMPROVEMENT,"11,71","15,00%",2,622,Yes,0
23,male,High School,$49.136,3,RENT,$17.475,EDUCATION,"9,91","36,00%",2,618,No,1
21,female,Bachelor,$55.627,0,RENT,$17.475,DEBTCONSOLIDATION,"9,91","31,00%",2,628,No,1
23,female,Associate,$30.846,2,MORTGAGE,$5.000,EDUCATION,"12,69","16,00%",2,670,No,0
24,male,Bachelor,$115.945,2,RENT,$17.400,DEBTCONSOLIDATION,"10,37","15,00%",2,619,Yes,0
23,female,Bachelor,$42.839,0,RENT,$17.000,EDUCATION,"10,37","40,00%",2,658,No,1
26,female,Bachelor,$36.434,7,RENT,$17.000,HOMEIMPROVEMENT,"12,99","47,00%",2,724,No,1
21,male,High School,$30.833,0,OWN,$7.000,EDUCATION,"15,58","23,00%",2,656,Yes,0
24,male,Bachelor,$55.854,0,RENT,$17.000,DEBTCONSOLIDATION,"10,38","30,00%",2,578,No,1
23,female,Master,$31.332,1,OWN,$4.575,PERSONAL,"11,01","15,00%",2,634,No,0
23,female,Bachelor,$31.349,4,OWN,$8.000,EDUCATION,"11,26","26,00%",2,689,Yes,0
24,female,Bachelor,$54.942,3,RENT,$17.000,EDUCATION,"14,96","31,00%",2,700,No,1
25,male,High School,$63.261,3,RENT,$17.000,MEDICAL,"12,98","27,00%",2,610,No,1
26,female,Bachelor,$31.024,5,OWN,$7.400,VENTURE,"11,01","24,00%",2,567,Yes,0
22,male,Bachelor,$31.115,0,OWN,$2.400,MEDICAL,"14,27","8,00%",2,636,Yes,0
23,male,Associate,$72.793,0,RENT,$17.000,PERSONAL,"11,11","23,00%",2,625,Yes,0
25,male,High School,$73.028,7,RENT,$17.000,PERSONAL,"6,91","23,00%",2,710,No,0
26,female,Associate,$79.101,5,RENT,$17.000,VENTURE,"13,47","21,00%",2,578,Yes,0
24,male,Bachelor,$90.980,2,RENT,$17.000,DEBTCONSOLIDATION,"12,53","19,00%",2,669,Yes,0
23,male,High School,$103.010,1,RENT,$17.000,EDUCATION,"13,11","17,00%",2,688,Yes,0
22,female,Master,$116.194,0,RENT,$17.000,PERSONAL,"11,48","15,00%",2,514,Yes,0
26,male,Master,$30.654,3,MORTGAGE,$7.000,MEDICAL,"6,99","23,00%",2,609,Yes,0
23,male,Associate,$31.092,3,OWN,$7.200,MEDICAL,"8,49","23,00%",2,511,Yes,0
22,male,Bachelor,$30.825,0,MORTGAGE,$1.800,EDUCATION,"8,49","6,00%",2,538,Yes,0
24,female,Associate,$73.002,4,RENT,$16.800,EDUCATION,"6,54","23,00%",2,681,Yes,0
23,male,Bachelor,$72.852,0,RENT,$16.800,MEDICAL,"13,85","23,00%",2,547,Yes,0
22,female,Bachelor,$71.832,2,RENT,$16.800,MEDICAL,"16,77","23,00%",2,661,No,1
24,male,Bachelor,$30.872,1,MORTGAGE,$4.000,MEDICAL,"11,11","13,00%",2,486,Yes,0
24,male,Associate,$66.074,0,RENT,$16.750,PERSONAL,20,"25,00%",2,660,No,1
26,male,High School,$85.078,5,RENT,$16.525,MEDICAL,"13,92","19,00%",2,612,Yes,0
22,female,High School,$49.445,0,RENT,$16.500,MEDICAL,"10,75","33,00%",2,615,No,1
25,male,Bachelor,$30.625,1,OWN,$3.000,EDUCATION,"6,76","10,00%",2,576,No,0
24,female,Bachelor,$55.218,5,RENT,$16.425,PERSONAL,"13,49","30,00%",2,621,No,1
23,female,Bachelor,$36.734,0,RENT,$16.000,EDUCATION,"13,23","44,00%",2,570,No,1
22,male,Associate,$40.635,0,RENT,$16.000,VENTURE,"10,99","39,00%",2,655,No,1
23,female,Master,$31.004,4,MORTGAGE,$4.750,PERSONAL,"13,57","15,00%",2,634,No,0
22,female,High School,$45.162,0,RENT,$16.000,VENTURE,"7,9","35,00%",2,632,No,1
24,male,Associate,$48.829,1,RENT,$16.000,MEDICAL,"10,71","33,00%",2,655,No,1
22,male,Bachelor,$31.134,0,OWN,$6.000,VENTURE,"11,89","19,00%",2,641,No,0
23,male,Bachelor,$48.942,0,RENT,$16.000,EDUCATION,"12,99","33,00%",2,613,No,1
21,female,High School,$51.010,0,RENT,$16.000,VENTURE,"12,84","31,00%",2,551,No,1
23,male,Associate,$30.811,1,MORTGAGE,$5.000,MEDICAL,"9,32","16,00%",2,696,No,0
25,female,Bachelor,$52.690,1,RENT,$16.000,VENTURE,"11,49","30,00%",2,677,No,1
25,male,Master,$31.191,0,OWN,$1.525,MEDICAL,"10,95","5,00%",2,628,Yes,0
24,male,Bachelor,$30.823,2,MORTGAGE,$7.000,DEBTCONSOLIDATION,"9,32","23,00%",2,653,Yes,0
24,male,Bachelor,$54.104,2,RENT,$16.000,MEDICAL,"7,49","30,00%",2,600,No,1
26,female,Master,$31.026,1,MORTGAGE,$12.000,VENTURE,"12,09","39,00%",2,687,No,1
24,male,Bachelor,$30.812,3,MORTGAGE,$10.000,DEBTCONSOLIDATION,8,"32,00%",2,658,Yes,0
24,male,Associate,$47.700,1,RENT,$16.000,HOMEIMPROVEMENT,"13,06","34,00%",2,537,No,1
22,male,High School,$31.365,0,OWN,$4.000,DEBTCONSOLIDATION,"16,49","13,00%",2,648,No,0
26,female,Bachelor,$30.911,5,OWN,$5.400,DEBTCONSOLIDATION,"16,49","17,00%",2,609,No,0
25,female,Associate,$47.550,1,RENT,$16.000,MEDICAL,"14,11","34,00%",2,668,No,1
24,female,Associate,$31.480,3,OWN,$3.200,MEDICAL,"15,23","10,00%",2,628,No,0
24,male,High School,$61.275,1,RENT,$16.000,HOMEIMPROVEMENT,"13,99","26,00%",2,666,No,1
24,female,Master,$60.634,3,RENT,$16.000,VENTURE,"10,62","26,00%",2,656,No,1
22,male,Bachelor,$31.303,0,MORTGAGE,$4.000,MEDICAL,"12,73","13,00%",2,716,No,1
21,male,High School,$66.951,0,RENT,$16.000,DEBTCONSOLIDATION,"8,94","24,00%",2,679,No,0
21,female,High School,$31.293,3,MORTGAGE,$6.500,PERSONAL,"14,26","21,00%",2,616,No,1
25,female,Bachelor,$70.677,0,RENT,$16.000,PERSONAL,"11,01","23,00%",2,660,Yes,0
26,female,Associate,$72.687,1,RENT,$16.000,DEBTCONSOLIDATION,"7,49","22,00%",2,624,Yes,0
26,male,Master,$65.861,0,RENT,$16.000,VENTURE,"14,83","24,00%",2,638,No,1
22,male,Bachelor,$74.104,2,RENT,$16.000,VENTURE,"11,01","22,00%",2,644,Yes,0
23,male,High School,$75.363,2,RENT,$16.000,VENTURE,"7,49","21,00%",2,551,Yes,0
22,female,Master,$31.526,2,MORTGAGE,$7.000,VENTURE,"6,99","22,00%",2,677,No,0
25,male,Associate,$31.830,3,MORTGAGE,$12.000,EDUCATION,"13,47","38,00%",2,626,No,1
24,male,Master,$71.459,3,RENT,$16.000,MEDICAL,"19,47","22,00%",2,684,No,1
22,female,Associate,$31.907,0,OWN,$3.500,VENTURE,"12,18","11,00%",2,561,Yes,0
24,male,High School,$71.664,0,RENT,$16.000,MEDICAL,"16,45","22,00%",2,587,No,1
23,male,Associate,$76.046,0,RENT,$16.000,DEBTCONSOLIDATION,"14,54","21,00%",2,560,No,1
25,female,Associate,$32.178,4,MORTGAGE,$3.825,EDUCATION,"11,71","12,00%",2,691,Yes,0
24,female,Bachelor,$87.513,4,RENT,$16.000,PERSONAL,"13,06","18,00%",2,680,Yes,0
26,male,Bachelor,$90.760,1,RENT,$16.000,VENTURE,"11,01","18,00%",2,615,Yes,0
26,male,Bachelor,$91.043,6,RENT,$16.000,PERSONAL,"13,35","18,00%",2,655,No,0
23,female,Associate,$32.279,0,MORTGAGE,$5.000,MEDICAL,"7,91","15,00%",2,565,Yes,0
21,male,Bachelor,$25.289,0,RENT,$1.000,DEBTCONSOLIDATION,"14,26","4,00%",2,629,Yes,0
23,male,Bachelor,$31.937,0,OWN,$2.000,PERSONAL,"10,36","6,00%",2,643,No,0
22,female,High School,$32.056,0,MORTGAGE,$4.000,PERSONAL,"9,25","12,00%",2,542,Yes,0
21,male,High School,$32.410,0,OWN,$6.000,EDUCATION,"5,79","19,00%",2,633,Yes,0
25,male,Bachelor,$29.563,1,RENT,$1.000,MEDICAL,"11,49","3,00%",2,682,Yes,0
21,female,High School,$29.451,0,RENT,$1.000,MEDICAL,"10,99","3,00%",2,546,No,1
22,female,Master,$31.240,0,RENT,$1.000,DEBTCONSOLIDATION,"15,95","3,00%",2,682,No,1
21,male,High School,$32.379,1,MORTGAGE,$14.500,MEDICAL,"14,61","45,00%",2,499,No,1
24,female,Bachelor,$32.115,3,MORTGAGE,$7.000,MEDICAL,"7,74","22,00%",2,686,Yes,0
22,female,Master,$32.239,1,MORTGAGE,$2.000,EDUCATION,"7,4","6,00%",2,569,Yes,0
24,female,Associate,$37.240,3,RENT,$1.000,EDUCATION,"7,51","3,00%",2,579,Yes,0
25,female,Bachelor,$32.030,2,MORTGAGE,$10.000,EDUCATION,"9,91","31,00%",2,673,Yes,0
25,male,Associate,$37.112,3,RENT,$1.000,MEDICAL,"12,87","3,00%",2,663,Yes,0
26,female,Master,$32.258,2,MORTGAGE,$6.000,HOMEIMPROVEMENT,"11,99","19,00%",2,587,Yes,0
22,male,High School,$32.377,0,MORTGAGE,$5.000,EDUCATION,"7,49","15,00%",2,523,Yes,0
21,female,Associate,$41.384,0,RENT,$1.000,EDUCATION,"10,99","2,00%",2,633,Yes,0
21,female,High School,$32.309,0,OWN,$7.500,VENTURE,"11,01","23,00%",2,628,Yes,0
23,female,High School,$41.311,0,RENT,$1.000,PERSONAL,"10,36","2,00%",2,482,Yes,0
25,female,Bachelor,$41.269,0,RENT,$1.000,DEBTCONSOLIDATION,"11,86","2,00%",2,590,No,0
22,male,Associate,$43.133,0,RENT,$1.000,DEBTCONSOLIDATION,"13,98","2,00%",2,552,Yes,0
23,female,High School,$44.010,0,RENT,$1.000,EDUCATION,"10,99","2,00%",2,577,No,0
22,male,High School,$32.673,0,MORTGAGE,$1.550,HOMEIMPROVEMENT,"11,01","5,00%",2,630,No,1
25,male,Bachelor,$41.665,1,RENT,$1.000,EDUCATION,"15,57","2,00%",2,548,No,1
23,female,High School,$48.860,0,RENT,$1.000,EDUCATION,"6,03","2,00%",2,646,No,0
22,male,Bachelor,$32.478,0,MORTGAGE,$1.000,PERSONAL,"11,01","3,00%",2,532,No,1
21,male,Associate,$42.664,0,RENT,$1.000,DEBTCONSOLIDATION,"16,45","2,00%",2,578,No,1
22,male,Associate,$49.775,0,RENT,$1.000,VENTURE,"6,91","2,00%",2,661,Yes,0
24,male,Bachelor,$51.266,1,RENT,$1.000,VENTURE,"13,16","2,00%",2,630,Yes,0
23,female,Master,$54.580,0,RENT,$1.000,EDUCATION,"14,26","2,00%",2,544,Yes,0
25,female,High School,$49.914,0,RENT,$1.000,DEBTCONSOLIDATION,"15,57","2,00%",2,558,No,1
22,male,Master,$58.876,1,RENT,$1.000,EDUCATION,"7,29","2,00%",2,576,Yes,0
23,male,Master,$62.219,0,RENT,$1.000,DEBTCONSOLIDATION,"7,14","2,00%",2,694,Yes,0
22,female,Bachelor,$68.446,0,RENT,$1.000,EDUCATION,"11,49","1,00%",2,606,Yes,0
24,male,Bachelor,$85.209,0,RENT,$1.000,DEBTCONSOLIDATION,"8,59","1,00%",2,675,Yes,0
25,male,Bachelor,$42.758,4,RENT,$1.100,DEBTCONSOLIDATION,"6,76","3,00%",2,651,No,0
23,male,Associate,$93.419,0,RENT,$1.150,VENTURE,"10,95","1,00%",2,654,Yes,0
24,male,Master,$33.160,6,MORTGAGE,$1.000,MEDICAL,"12,53","3,00%",2,670,No,0
24,male,High School,$16.630,1,RENT,$1.200,MEDICAL,"11,89","7,00%",2,624,No,0
22,female,Master,$18.301,0,RENT,$1.200,PERSONAL,"10,37","7,00%",2,687,Yes,0
25,female,Associate,$20.918,1,RENT,$1.200,MEDICAL,"10,38","6,00%",2,630,No,0
21,male,Master,$33.310,0,MORTGAGE,$9.600,MEDICAL,"13,49","29,00%",2,651,No,0
23,male,High School,$33.341,1,OWN,$6.400,VENTURE,"7,9","19,00%",2,647,No,0
23,female,Associate,$25.738,1,RENT,$1.200,MEDICAL,"7,9","5,00%",2,571,Yes,0
22,male,High School,$27.174,0,RENT,$1.200,MEDICAL,"5,99","4,00%",2,632,Yes,0
22,female,Associate,$33.225,0,OWN,$4.800,MEDICAL,"11,99","14,00%",2,629,No,0
22,female,Master,$33.893,0,RENT,$1.200,VENTURE,"13,06","4,00%",2,645,Yes,0
23,female,Bachelor,$38.674,1,RENT,$1.200,EDUCATION,"8,88","3,00%",2,669,Yes,0
24,female,Bachelor,$40.163,3,RENT,$1.200,MEDICAL,"13,11","3,00%",2,588,Yes,0
23,female,Master,$33.492,1,MORTGAGE,$4.000,EDUCATION,"9,62","12,00%",2,664,Yes,0
23,male,High School,$41.019,1,RENT,$1.200,EDUCATION,"8,32","3,00%",2,535,Yes,0
26,female,Associate,$33.534,2,MORTGAGE,$3.025,PERSONAL,"15,95","9,00%",2,556,Yes,0
24,male,High School,$44.317,0,RENT,$1.200,EDUCATION,"11,49","3,00%",2,670,No,0
25,male,Associate,$52.703,3,RENT,$1.200,MEDICAL,"8,49","2,00%",2,612,No,0
24,female,Associate,$33.707,1,MORTGAGE,$10.000,EDUCATION,"11,01","30,00%",2,618,Yes,0
23,female,Master,$47.451,2,RENT,$1.200,DEBTCONSOLIDATION,"15,95","3,00%",2,666,No,1
24,male,Associate,$33.509,0,MORTGAGE,$7.500,DEBTCONSOLIDATION,"10,39","22,00%",2,655,Yes,0
22,male,High School,$121.454,0,RENT,$1.200,MEDICAL,"8,59","1,00%",2,523,No,0
24,male,Associate,$12.622,3,RENT,$1.300,EDUCATION,"12,73","10,00%",2,509,No,1
22,male,Master,$65.725,1,RENT,$1.300,DEBTCONSOLIDATION,"14,27","2,00%",2,700,No,1
25,female,Bachelor,$33.366,1,OTHER,$8.000,MEDICAL,"15,05","24,00%",2,579,No,1
25,male,Bachelor,$29.628,5,RENT,$1.325,EDUCATION,"13,49","4,00%",2,700,No,1
26,female,Associate,$33.957,5,MORTGAGE,$2.750,DEBTCONSOLIDATION,"9,63","8,00%",2,552,Yes,0
21,female,High School,$28.729,0,RENT,$1.350,VENTURE,"9,99","5,00%",2,641,Yes,0
25,male,High School,$51.083,3,RENT,$1.350,DEBTCONSOLIDATION,"5,42","3,00%",2,591,Yes,0
22,male,Master,$33.824,0,MORTGAGE,$3.725,MEDICAL,"12,69","11,00%",2,660,No,0
25,male,Associate,$37.436,0,RENT,$1.400,MEDICAL,"13,11","4,00%",2,552,Yes,0
24,female,High School,$34.086,1,MORTGAGE,$2.000,PERSONAL,"14,27","6,00%",2,622,Yes,0
24,male,Bachelor,$34.248,6,MORTGAGE,$6.000,MEDICAL,"15,62","18,00%",2,617,No,1
22,female,High School,$33.874,0,RENT,$1.500,DEBTCONSOLIDATION,"12,73","4,00%",2,642,Yes,0
24,male,Master,$34.292,6,OWN,$10.000,MEDICAL,"11,01","29,00%",2,645,Yes,0
21,male,Associate,$36.919,0,RENT,$1.500,DEBTCONSOLIDATION,"13,92","4,00%",2,622,Yes,0
25,female,Bachelor,$38.570,2,RENT,$1.500,VENTURE,"11,12","4,00%",2,592,No,0
23,male,Bachelor,$34.703,0,OWN,$4.800,PERSONAL,"15,99","14,00%",2,674,No,0
22,female,Associate,$34.484,0,OWN,$5.000,MEDICAL,"5,79","14,00%",2,546,Yes,0
23,male,Master,$34.814,0,OWN,$9.250,MEDICAL,"10,75","27,00%",2,668,Yes,0
22,female,Associate,$34.639,0,MORTGAGE,$3.250,MEDICAL,"15,21","9,00%",2,645,No,1
22,female,High School,$34.724,0,MORTGAGE,$5.500,MEDICAL,"10,38","16,00%",2,582,No,0
21,female,High School,$42.773,0,RENT,$1.500,EDUCATION,"5,79","4,00%",2,659,No,0
23,male,High School,$35.802,3,RENT,$1.500,DEBTCONSOLIDATION,"14,59","4,00%",2,605,No,1
24,female,Bachelor,$44.321,0,RENT,$1.500,EDUCATION,"15,23","3,00%",2,711,No,0
22,female,Associate,$34.363,0,OWN,$12.300,VENTURE,"6,62","36,00%",2,555,Yes,0
24,female,Associate,$38.214,3,RENT,$1.500,HOMEIMPROVEMENT,"15,99","4,00%",2,617,No,1
22,female,High School,$46.625,0,RENT,$1.500,EDUCATION,"13,22","3,00%",2,605,Yes,0
23,female,Associate,$34.746,2,MORTGAGE,$9.500,DEBTCONSOLIDATION,"15,62","27,00%",2,630,No,1
23,male,Bachelor,$34.478,0,MORTGAGE,$2.500,MEDICAL,"5,99","7,00%",2,664,No,0
